Industry,Funding Stage,Product Stage,Backend Tech Stack,Frontend Tech,Compute Platform,AMD Platform Used,Primary Model Used,Founded Year,Total Funding ($),Team Size,Monthly Recurring Revenue ($),Valuation ($),Customer Base,"Fireworks AI Credits Used ($, cumulative)",Social Media Followers,Success Score
Enterprise SaaS,Bootstrapped,Prototype,"Node.js, NestJS",Vue,Fireworks AI API,—,DeepSeek V4 Pro,2024,97.0,3,3.9,2500.0,83,53.11,127,7.8
Voice & Audio AI,Angel,MVP,"Java, Quarkus",React,Fireworks AI API,—,MiniMax-M2.7,2025,1733.0,3,49.1,15500.0,140,21.12,25,9.6
Developer Tools,Seed,MVP,"Java, Micronaut",Next.js,Own AMD GPU cluster,AMD Instinct MI300X,CodeLlama 34B,2024,1882.0,10,16.8,16800.0,538,0.0,5738,10.0
Robotics & Vision AI,Seed,Private Beta,"Java, Quarkus",Vue,Fireworks AI API,—,MiniMax-M2.7,2025,13355.0,11,275.7,113900.0,48,22.71,271,10.0
Voice & Audio AI,Pre-Seed,Private Beta,"TypeScript, Fastify",React,Fireworks AI API,—,DeepSeek V4 Flash,2025,334.0,4,2.6,1600.0,101,18.82,3435,8.2
Developer Tools,Bootstrapped,Prototype,"Node.js, Express",Svelte,Fireworks AI API,—,GLM 5.1,2024,110.0,3,7.4,1100.0,81,129.95,3747,10.0
Legal & Compliance AI,Pre-Seed,Prototype,"Node.js, GraphQL",Next.js,Fireworks AI API,—,Kimi K2.5,2025,1122.0,4,8.6,13900.0,98,12.33,4802,8.0
Legal & Compliance AI,Angel,Private Beta,"TypeScript, Fastify",Vue,Fireworks AI API,—,GLM 5.1,2025,1373.0,4,90.4,12800.0,11,20.75,716,8.3
Creative & Media AI,Angel,Prototype,"Node.js, NestJS",Svelte,Fireworks AI API,—,DeepSeek V4 Pro,2025,2047.0,2,112.3,11400.0,12,219.7,242,10.0
EdTech AI,Pre-Seed,Prototype,"TypeScript, Fastify",Svelte,Fireworks AI API,—,Kimi K2.5,2024,947.0,2,50.4,11600.0,5,115.84,2534,9.4
Climate & Energy AI,Seed,Launched,"Node.js, Express",Vue,Fireworks AI API,—,DeepSeek V4 Flash,2025,1676.0,4,23.8,6700.0,29,13.61,877,6.7
E-commerce AI,Bootstrapped,MVP,"TypeScript, Fastify",Flutter (Dart),Fireworks AI API,—,GPT-OSS-120B (high),2024,116.0,1,22.3,1800.0,56,41.3,949,6.1
FinTech AI,Bootstrapped,Private Beta,"Node.js, Express",React,Fireworks AI API,—,MiniMax-M2.7,2025,53.0,1,1.7,5100.0,22,9.06,1250,3.9
Robotics & Vision AI,Pre-Seed,Public Beta,"Node.js, GraphQL",React,Own AMD GPU cluster,AMD Instinct MI325X,Mistral 7B,2025,500.0,5,90.3,3700.0,72,0.0,4995,9.1
Robotics & Vision AI,Series A,Prototype,"Java, Spring Boot + Kafka",Next.js,Fireworks AI API,—,Kimi K2.6,2025,69651.0,15,6966.5,297100.0,685,1637.77,5165,10.0
Climate & Energy AI,Pre-Seed,Public Beta,"TypeScript, Fastify",React Native,Own AMD GPU cluster,ROCm on MI300X cluster,SDXL Turbo,2023,1172.0,4,132.0,5000.0,77,0.0,469,8.0
Voice & Audio AI,Angel,Prototype,"Node.js, NestJS",React,Fireworks AI API,—,GPT-OSS-120B (high),2025,1034.0,3,64.3,6900.0,162,1.97,20,8.2
FinTech AI,Seed,Idea / Concept,"TypeScript, Fastify",Vue,Own AMD GPU cluster,ROCm on MI250 cluster,Gemma 2 9B,2026,17416.0,10,2069.5,95800.0,168,0.0,881,10.0
Legal & Compliance AI,Seed,MVP,"Java, Micronaut",Vue,Own AMD GPU cluster,AMD Instinct MI250,SDXL Turbo,2023,10643.0,8,1412.9,68700.0,280,0.0,2484,10.0
Voice & Audio AI,Angel,Prototype,"Node.js, GraphQL",React,Own AMD GPU cluster,AMD Radeon PRO W7900,Llama 3.1 8B,2023,672.0,3,0.4,5900.0,2,0.0,2372,5.3
FinTech AI,Pre-Seed,Public Beta,"Java, Spring Boot",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI300X,Stable Diffusion XL,2024,925.0,4,34.9,5200.0,84,0.0,388,8.8
Climate & Energy AI,Series A,Public Beta,"Node.js, NestJS",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI300X,SDXL Turbo,2024,51787.0,10,6331.4,339300.0,116,0.0,1668,10.0
Developer Tools,Pre-Seed,MVP,"Java, Quarkus",Next.js,Fireworks AI API,—,MiniMax-M2.7,2026,1067.0,5,1.5,12300.0,9,1.88,2335,6.4
Logistics & Supply Chain AI,Pre-Seed,Private Beta,"Node.js, NestJS",React Native,Fireworks AI API,—,Kimi K2.5,2024,948.0,2,0.9,6800.0,50,132.38,1398,10.0
Enterprise SaaS,Series A,Prototype,"Java, Spring Boot",Svelte,Own AMD GPU cluster,AMD Instinct MI250,Qwen2.5 32B,2025,69304.0,17,8422.1,528700.0,38,0.0,2304,10.0
Legal & Compliance AI,Bootstrapped,Launched,"TypeScript, Fastify",React Native,Own AMD GPU cluster,AMD Instinct MI300X,Llama 3.1 8B,2024,84.0,3,3.2,2900.0,28,0.0,680,6.3
HealthTech AI,Series A,Idea / Concept,"Java, Quarkus",Flutter (Dart),Own AMD GPU cluster,ROCm on MI300X cluster,Qwen2.5 32B,2025,76924.0,11,2320.2,454300.0,10,0.0,646,10.0
Robotics & Vision AI,Pre-Seed,MVP,"Java, Micronaut",Svelte,Fireworks AI API,—,DeepSeek V4 Pro,2026,577.0,2,50.4,6400.0,176,4.45,6654,7.9
FinTech AI,Seed,Private Beta,"Java, Micronaut",React,Fireworks AI API,—,Kimi K2.6,2024,18122.0,7,786.5,139800.0,199,451.71,1721,10.0
E-commerce AI,Bootstrapped,Private Beta,"Node.js, GraphQL",React Native,Fireworks AI API,—,Kimi K2.6,2026,136.0,3,4.8,1700.0,13,7.25,1519,3.9
E-commerce AI,Seed,Launched,"Node.js, NestJS",Vue,Own AMD GPU cluster,AMD Instinct MI300X,Gemma 2 9B,2026,14206.0,5,282.3,109100.0,44,0.0,6972,10.0
Climate & Energy AI,Pre-Seed,Private Beta,"Java, Quarkus",Flutter (Dart),Own AMD GPU cluster,AMD Radeon PRO W7900,Stable Diffusion XL,2023,368.0,5,4.0,4200.0,97,0.0,13443,8.6
EdTech AI,Seed,Prototype,"Java, Spring Boot",Svelte,Fireworks AI API,—,GLM 5.1,2026,15397.0,4,1444.8,80700.0,38,9.62,987,10.0
Robotics & Vision AI,Seed,Idea / Concept,"Node.js, GraphQL",React,Fireworks AI API,—,GLM 5.1,2023,10374.0,8,251.9,60400.0,98,384.5,5459,10.0
Legal & Compliance AI,Seed,Public Beta,"TypeScript, Fastify",Svelte,Fireworks AI API,—,Kimi K2.6,2023,7660.0,10,2204.8,57800.0,48,3452.24,10128,10.0
Robotics & Vision AI,Bootstrapped,Public Beta,"TypeScript, Fastify",React Native,Own AMD GPU cluster,ROCm on MI250 cluster,Llama 3.1 70B,2024,32.0,3,0.8,1500.0,99,0.0,1199,7.7
Climate & Energy AI,Seed,MVP,"Java, Quarkus",Flutter (Dart),Fireworks AI API,—,MiniMax-M2.7,2026,3952.0,11,5.2,27300.0,52,1.17,2184,10.0
Enterprise SaaS,Bootstrapped,Private Beta,"Node.js, GraphQL",React Native,Fireworks AI API,—,MiniMax-M2.7,2024,41.0,2,0.9,1100.0,83,5.38,2529,5.6
Climate & Energy AI,Bootstrapped,Prototype,"Node.js, NestJS",React,Fireworks AI API,—,Kimi K2.6,2026,19.0,3,2.4,1100.0,195,42.67,2401,10.0
Gaming AI,Bootstrapped,Public Beta,"Java, Quarkus",React,Fireworks AI API,—,MiniMax-M2.7,2025,111.0,1,1.6,5300.0,103,11.74,3956,5.9
E-commerce AI,Bootstrapped,Private Beta,"Node.js, Express",Flutter (Dart),Own AMD GPU cluster,AMD Radeon PRO W7900,Llama 3.1 70B,2024,42.0,3,8.5,1800.0,14,0.0,10715,6.1
Voice & Audio AI,Bootstrapped,Idea / Concept,"Java, Micronaut",React,Own AMD GPU cluster,AMD Radeon PRO W7900,Gemma 2 9B,2026,77.0,2,1.9,4100.0,144,0.0,243,7.9
E-commerce AI,Bootstrapped,Private Beta,"Java, Micronaut",Svelte,Fireworks AI API,—,GPT-OSS-120B (high),2023,64.0,3,1.4,3500.0,110,81.99,1678,10.0
Enterprise SaaS,Bootstrapped,MVP,"Java, Spring Boot",React Native,Own AMD GPU cluster,AMD Radeon PRO W7900,Qwen2.5 32B,2026,94.0,3,1.1,2900.0,151,0.0,657,7.3
E-commerce AI,Bootstrapped,MVP,"Java, Spring Boot",Flutter (Dart),Fireworks AI API,—,MiniMax-M2.7,2026,123.0,1,7.7,5100.0,32,0.23,3984,4.9
HealthTech AI,Angel,Public Beta,"TypeScript, Fastify",Svelte,Fireworks AI API,—,DeepSeek V4 Pro,2024,2115.0,2,19.4,19400.0,150,302.54,104,10.0
E-commerce AI,Pre-Seed,MVP,"Node.js, NestJS",Svelte,Fireworks AI API,—,GPT-OSS-120B (high),2025,1001.0,3,82.6,6200.0,22,19.5,1357,7.1
FinTech AI,Bootstrapped,MVP,"Java, Spring Boot",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI300X,SDXL Turbo,2026,49.0,1,0.8,1600.0,49,0.0,1546,5.9
Logistics & Supply Chain AI,Bootstrapped,Prototype,"TypeScript, Fastify",Vue,Own AMD GPU cluster,AMD Radeon PRO W7900,Mistral 7B,2025,5.0,1,0.0,3900.0,181,0.0,1019,8.1
E-commerce AI,Pre-Seed,MVP,"TypeScript, Fastify",Next.js,Own AMD GPU cluster,AMD Instinct MI300X,Gemma 2 9B,2024,256.0,5,29.6,5100.0,36,0.0,280,7.0
Robotics & Vision AI,Bootstrapped,Private Beta,"Node.js, GraphQL",React Native,Own AMD GPU cluster,AMD Instinct MI300X,Stable Diffusion XL,2025,74.0,1,13.4,900.0,20,0.0,2364,5.5
Legal & Compliance AI,Series A,MVP,"Java, Spring Boot + Kafka",Vue,Fireworks AI API,—,MiniMax-M2.7,2026,32925.0,14,1997.5,238500.0,180,10.11,2186,10.0
Enterprise SaaS,Bootstrapped,Public Beta,"Node.js, NestJS",Vue,Fireworks AI API,—,GPT-OSS-120B (high),2025,59.0,1,6.1,3400.0,146,1.54,245,6.1
Enterprise SaaS,Seed,Private Beta,"Node.js, GraphQL",Flutter (Dart),Own AMD GPU cluster,ROCm on MI300X cluster,Whisper Large v3,2025,2811.0,9,135.9,14500.0,272,0.0,246,10.0
E-commerce AI,Pre-Seed,MVP,"TypeScript, Fastify",Vue,Own AMD GPU cluster,AMD Instinct MI250,Llama 3.1 8B,2026,1442.0,3,36.2,7700.0,35,0.0,2026,7.3
FinTech AI,Angel,Prototype,"TypeScript, Fastify",Vue,Fireworks AI API,—,DeepSeek V4 Pro,2025,2738.0,2,13.1,21300.0,5,114.25,1630,10.0
Creative & Media AI,Bootstrapped,Private Beta,"Java, Spring Boot",Next.js,Fireworks AI API,—,DeepSeek V4 Flash,2024,131.0,3,0.8,1000.0,56,21.49,6567,6.0
Climate & Energy AI,Pre-Seed,MVP,"Node.js, NestJS",Vue,Fireworks AI API,—,Kimi K2.5,2025,688.0,2,55.4,6100.0,40,139.08,3924,10.0
Climate & Energy AI,Pre-Seed,MVP,"Java, Quarkus",Flutter (Dart),Fireworks AI API,—,DeepSeek V4 Pro,2024,325.0,2,25.4,6000.0,14,64.22,10965,8.8
Logistics & Supply Chain AI,Pre-Seed,Prototype,"TypeScript, Fastify",Vue,Fireworks AI API,—,DeepSeek V4 Flash,2026,163.0,5,11.3,5200.0,73,0.53,3237,5.8
E-commerce AI,Pre-Seed,Public Beta,"Node.js, Express",Vue,Own AMD GPU cluster,AMD Instinct MI250,CodeLlama 34B,2024,1453.0,2,8.2,12100.0,26,0.0,3067,8.1
Logistics & Supply Chain AI,Seed,Private Beta,"Java, Spring Boot + Kafka",Svelte,Own AMD GPU cluster,AMD Instinct MI325X,Mixtral 8x7B,2025,3045.0,8,356.9,23900.0,75,0.0,2275,10.0
EdTech AI,Bootstrapped,Private Beta,"Java, Micronaut",Vue,Own AMD GPU cluster,ROCm on MI250 cluster,CodeLlama 34B,2025,18.0,2,0.9,1700.0,4,0.0,3349,5.3
Voice & Audio AI,Pre-Seed,Private Beta,"Node.js, NestJS",Next.js,Fireworks AI API,—,GPT-OSS-120B (high),2024,537.0,3,16.1,6200.0,36,6.4,390,5.4
Developer Tools,Bootstrapped,Private Beta,"TypeScript, Fastify",React,Own AMD GPU cluster,AMD Instinct MI325X,Qwen2.5 32B,2023,73.0,3,3.9,5000.0,0,0.0,5339,6.7
E-commerce AI,Bootstrapped,MVP,"Node.js, NestJS",Vue,Fireworks AI API,—,MiniMax-M2.7,2024,67.0,2,0.1,5200.0,25,21.15,4077,6.2
HealthTech AI,Pre-Seed,MVP,"Java, Quarkus",Vue,Fireworks AI API,—,Kimi K2.6,2025,654.0,2,36.9,6600.0,87,69.15,5219,8.8
Voice & Audio AI,Seed,Prototype,"Node.js, NestJS",React Native,Own AMD GPU cluster,ROCm on MI250 cluster,Mixtral 8x7B,2024,7022.0,10,546.9,65700.0,122,0.0,4347,10.0
Robotics & Vision AI,Pre-Seed,MVP,"Java, Micronaut",Flutter (Dart),Own AMD GPU cluster,ROCm on MI300X cluster,Whisper Large v3,2024,459.0,4,0.5,4000.0,29,0.0,839,5.6
Climate & Energy AI,Bootstrapped,Public Beta,"TypeScript, Fastify",Next.js,Fireworks AI API,—,GPT-OSS-120B (high),2025,37.0,3,0.7,2700.0,18,27.12,3934,6.5
FinTech AI,Bootstrapped,Prototype,"Node.js, NestJS",React,Fireworks AI API,—,GLM 5.1,2023,143.0,1,3.3,1400.0,18,132.64,6650,10.0
FinTech AI,Pre-Seed,Idea / Concept,"Node.js, Express",Flutter (Dart),Fireworks AI API,—,MiniMax-M2.7,2026,568.0,3,80.8,5700.0,16,0.93,2844,5.5
Climate & Energy AI,Angel,MVP,"Java, Spring Boot",Next.js,Own AMD GPU cluster,ROCm on MI300X cluster,Llama 3.1 70B,2026,1945.0,4,29.0,17300.0,113,0.0,2819,9.9
Voice & Audio AI,Bootstrapped,MVP,"Java, Spring Boot + Kafka",React Native,Fireworks AI API,—,Kimi K2.5,2024,67.0,1,1.8,4100.0,20,128.85,184,8.2
EdTech AI,Bootstrapped,Launched,"Java, Micronaut",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI325X,Llama 3.1 70B,2024,35.0,2,1.2,3100.0,109,0.0,1541,6.7
EdTech AI,Bootstrapped,Prototype,"Node.js, Express",Svelte,Own AMD GPU cluster,AMD Radeon PRO W7900,Gemma 2 9B,2026,27.0,2,0.3,4400.0,96,0.0,8705,7.4
Creative & Media AI,Bootstrapped,Prototype,"Java, Micronaut",Svelte,Fireworks AI API,—,MiniMax-M2.7,2026,124.0,3,0.6,3100.0,19,1.86,1463,4.3
Robotics & Vision AI,Pre-Seed,Launched,"Node.js, GraphQL",Flutter (Dart),Fireworks AI API,—,GPT-OSS-120B (high),2025,1396.0,2,5.5,11400.0,149,10.43,747,8.7
Gaming AI,Seed,Prototype,"Java, Quarkus",React,Own AMD GPU cluster,AMD Radeon PRO W7900,Mixtral 8x7B,2023,13451.0,9,1154.0,121000.0,62,0.0,9478,10.0
FinTech AI,Pre-Seed,Private Beta,"Node.js, Express",Vue,Own AMD GPU cluster,ROCm on MI300X cluster,Stable Diffusion XL,2025,1209.0,4,23.7,6800.0,22,0.0,689,7.8
Enterprise SaaS,Pre-Seed,Prototype,"Node.js, GraphQL",Flutter (Dart),Own AMD GPU cluster,AMD Radeon PRO W7900,Mixtral 8x7B,2025,389.0,4,24.6,2900.0,18,0.0,403,6.5
Voice & Audio AI,Angel,MVP,"Java, Spring Boot",Next.js,Fireworks AI API,—,Kimi K2.5,2025,375.0,3,0.3,2100.0,33,75.89,1813,9.5
Voice & Audio AI,Bootstrapped,Launched,"Java, Micronaut",Svelte,Fireworks AI API,—,DeepSeek V4 Flash,2026,16.0,3,0.2,2400.0,4,1.34,1512,5.9
EdTech AI,Pre-Seed,Public Beta,"Node.js, GraphQL",Next.js,Fireworks AI API,—,Kimi K2.5,2025,1202.0,2,63.2,8800.0,50,132.17,242,10.0
Legal & Compliance AI,Pre-Seed,MVP,"Java, Quarkus",Vue,Fireworks AI API,—,GLM 5.1,2024,1313.0,2,172.5,6300.0,43,129.04,358,10.0
Gaming AI,Bootstrapped,Private Beta,"Java, Micronaut",React Native,Own AMD GPU cluster,ROCm on MI300X cluster,Llama 3.1 70B,2024,41.0,2,1.4,3300.0,52,0.0,2234,6.0
Voice & Audio AI,Pre-Seed,Idea / Concept,"Java, Spring Boot",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI250,Llama 3.1 8B,2023,1091.0,3,7.4,9300.0,67,0.0,1331,7.3
FinTech AI,Angel,Public Beta,"Java, Spring Boot",Svelte,Fireworks AI API,—,Kimi K2.6,2025,2445.0,3,35.6,24000.0,126,175.92,549,10.0
Developer Tools,Series A,MVP,"Java, Micronaut",React,Fireworks AI API,—,DeepSeek V4 Flash,2025,68256.0,9,2984.3,600500.0,277,65.59,281,10.0
Robotics & Vision AI,Seed,Prototype,"Node.js, Express",Next.js,Fireworks AI API,—,DeepSeek V4 Flash,2024,14476.0,10,462.8,58000.0,146,28.84,4352,10.0
Cybersecurity AI,Seed,MVP,"TypeScript, Fastify",Vue,Own AMD GPU cluster,ROCm on MI300X cluster,Gemma 2 9B,2025,2666.0,7,135.3,15500.0,111,0.0,838,10.0
Climate & Energy AI,Bootstrapped,Public Beta,"Node.js, NestJS",Svelte,Fireworks AI API,—,Kimi K2.5,2026,69.0,3,8.4,2700.0,2,7.12,3256,4.6
Voice & Audio AI,Bootstrapped,Private Beta,"Java, Micronaut",Vue,Own AMD GPU cluster,AMD Instinct MI325X,Gemma 2 9B,2025,103.0,3,6.7,1800.0,47,0.0,577,7.1
EdTech AI,Seed,Private Beta,"Node.js, GraphQL",Next.js,Fireworks AI API,—,GLM 5.1,2024,9066.0,7,18.0,67100.0,250,148.22,1734,10.0
Creative & Media AI,Pre-Seed,MVP,"Java, Spring Boot + Kafka",Next.js,Fireworks AI API,—,Kimi K2.6,2025,1456.0,5,381.0,14200.0,123,306.97,998,10.0
Legal & Compliance AI,Series A,Launched,"Node.js, GraphQL",React,Fireworks AI API,—,GLM 5.1,2024,53512.0,10,757.6,344000.0,45,533.82,3890,10.0
Logistics & Supply Chain AI,Pre-Seed,Idea / Concept,"Node.js, Express",Vue,Fireworks AI API,—,DeepSeek V4 Flash,2024,1345.0,4,13.7,6700.0,38,8.59,958,7.0
Gaming AI,Seed,MVP,"Java, Spring Boot + Kafka",Svelte,Own AMD GPU cluster,ROCm on MI300X cluster,Whisper Large v3,2025,18206.0,10,239.1,158500.0,234,0.0,1032,10.0
Logistics & Supply Chain AI,Pre-Seed,Launched,"Node.js, Express",React Native,Fireworks AI API,—,GPT-OSS-120B (high),2024,913.0,4,5.5,9400.0,62,42.52,4377,8.5
Gaming AI,Angel,MVP,"Node.js, NestJS",Next.js,Fireworks AI API,—,MiniMax-M2.7,2024,1301.0,5,42.8,8800.0,98,54.39,2473,10.0
Voice & Audio AI,Bootstrapped,MVP,"TypeScript, Fastify",Vue,Own AMD GPU cluster,ROCm on MI250 cluster,Mistral 7B,2023,94.0,2,0.7,800.0,19,0.0,386,4.1
Developer Tools,Pre-Seed,Private Beta,"Java, Micronaut",Vue,Own AMD GPU cluster,ROCm on MI300X cluster,Llama 3.1 8B,2023,311.0,3,1.0,5000.0,54,0.0,195,6.9
Robotics & Vision AI,Pre-Seed,Idea / Concept,"Java, Spring Boot",Next.js,Own AMD GPU cluster,AMD Instinct MI250,Stable Diffusion XL,2025,345.0,5,38.7,6300.0,93,0.0,2808,7.8
Climate & Energy AI,Pre-Seed,Idea / Concept,"Node.js, NestJS",Vue,Fireworks AI API,—,GLM 5.1,2025,701.0,5,12.1,6600.0,29,81.72,5350,10.0
EdTech AI,Pre-Seed,MVP,"Java, Spring Boot + Kafka",Svelte,Own AMD GPU cluster,ROCm on MI250 cluster,CodeLlama 34B,2023,305.0,5,3.2,4900.0,63,0.0,1996,5.3
Gaming AI,Seed,Private Beta,"Java, Spring Boot",React Native,Fireworks AI API,—,GLM 5.1,2024,10932.0,8,78.0,61800.0,255,83.65,717,10.0
Enterprise SaaS,Seed,Prototype,"TypeScript, Fastify",Vue,Own AMD GPU cluster,AMD Instinct MI300X,Llama 3.1 8B,2024,18134.0,11,1566.7,165800.0,4,0.0,1133,10.0
Voice & Audio AI,Series A,Public Beta,"Java, Spring Boot + Kafka",Svelte,Fireworks AI API,—,Kimi K2.6,2025,28444.0,6,3853.0,126300.0,20,462.54,922,10.0
Creative & Media AI,Pre-Seed,Idea / Concept,"Java, Spring Boot + Kafka",React,Own AMD GPU cluster,AMD Instinct MI250,Llama 3.1 70B,2025,1089.0,5,42.0,10500.0,32,0.0,892,7.0
Developer Tools,Bootstrapped,MVP,"Java, Spring Boot",Flutter (Dart),Fireworks AI API,—,Kimi K2.6,2023,143.0,3,5.5,2300.0,63,271.76,524,9.6
HealthTech AI,Seed,Private Beta,"Node.js, Express",Vue,Own AMD GPU cluster,AMD Radeon PRO W7900,Mixtral 8x7B,2025,7089.0,7,349.6,30900.0,351,0.0,2159,10.0
Developer Tools,Pre-Seed,Prototype,"Java, Micronaut",React Native,Fireworks AI API,—,DeepSeek V4 Flash,2024,1335.0,2,11.8,9500.0,32,15.29,1199,5.6
Gaming AI,Pre-Seed,MVP,"TypeScript, Fastify",React Native,Fireworks AI API,—,DeepSeek V4 Pro,2026,178.0,2,10.2,1300.0,4,12.02,1644,4.1
Climate & Energy AI,Bootstrapped,Public Beta,"Java, Micronaut",Next.js,Fireworks AI API,—,GPT-OSS-120B (high),2023,79.0,3,2.8,4800.0,90,66.91,428,8.1
Voice & Audio AI,Pre-Seed,Launched,"TypeScript, Fastify",Svelte,Fireworks AI API,—,Kimi K2.6,2023,1317.0,3,0.7,15400.0,57,180.01,1717,10.0
Developer Tools,Angel,MVP,"TypeScript, Fastify",Next.js,Fireworks AI API,—,Kimi K2.6,2024,2823.0,4,10.3,14800.0,46,131.91,1996,10.0
Robotics & Vision AI,Pre-Seed,MVP,"Java, Spring Boot",Svelte,Fireworks AI API,—,DeepSeek V4 Pro,2025,1431.0,2,83.8,8700.0,97,166.77,2856,10.0
E-commerce AI,Pre-Seed,Launched,"Node.js, Express",Vue,Own AMD GPU cluster,ROCm on MI250 cluster,Stable Diffusion XL,2025,1000.0,3,30.2,7300.0,108,0.0,4050,8.7
Developer Tools,Bootstrapped,Prototype,"Java, Quarkus",React Native,Fireworks AI API,—,Kimi K2.6,2024,150.0,1,3.6,1200.0,9,188.55,413,8.9
Creative & Media AI,Bootstrapped,Launched,"Node.js, NestJS",React,Own AMD GPU cluster,AMD Instinct MI325X,Llama 3.1 8B,2023,12.0,2,0.1,1800.0,26,0.0,3211,6.7
Climate & Energy AI,Pre-Seed,Private Beta,"Java, Spring Boot + Kafka",Flutter (Dart),Fireworks AI API,—,DeepSeek V4 Flash,2025,782.0,5,16.2,6100.0,101,12.6,2142,7.4
Voice & Audio AI,Pre-Seed,Idea / Concept,"Java, Spring Boot",Svelte,Own AMD GPU cluster,AMD Instinct MI325X,Whisper Large v3,2025,1252.0,5,11.9,11300.0,19,0.0,2609,8.3
Gaming AI,Seed,Idea / Concept,"Java, Spring Boot + Kafka",Vue,Own AMD GPU cluster,ROCm on MI250 cluster,Stable Diffusion XL,2026,7018.0,3,246.3,34900.0,28,0.0,963,10.0
Logistics & Supply Chain AI,Seed,MVP,"Java, Quarkus",Next.js,Fireworks AI API,—,DeepSeek V4 Pro,2025,1643.0,6,39.9,15600.0,14,270.08,7345,10.0
Legal & Compliance AI,Pre-Seed,Prototype,"Java, Spring Boot + Kafka",Svelte,Fireworks AI API,—,Kimi K2.6,2025,629.0,4,77.0,6600.0,11,95.84,20,9.8
Cybersecurity AI,Pre-Seed,Public Beta,"Java, Spring Boot + Kafka",React,Own AMD GPU cluster,ROCm on MI300X cluster,CodeLlama 34B,2024,947.0,5,67.1,12900.0,347,0.0,2753,10.0
Cybersecurity AI,Bootstrapped,Public Beta,"Node.js, NestJS",Next.js,Own AMD GPU cluster,AMD Instinct MI325X,SDXL Turbo,2025,26.0,2,3.2,4100.0,6,0.0,2468,6.5
Cybersecurity AI,Pre-Seed,Private Beta,"Java, Quarkus",Svelte,Fireworks AI API,—,MiniMax-M2.7,2025,338.0,3,12.0,4700.0,35,24.97,616,6.0
Enterprise SaaS,Pre-Seed,Private Beta,"Java, Spring Boot + Kafka",Flutter (Dart),Own AMD GPU cluster,ROCm on MI250 cluster,Gemma 2 9B,2025,1180.0,5,85.8,8300.0,14,0.0,124,7.2
Developer Tools,Bootstrapped,Prototype,"TypeScript, Fastify",Vue,Own AMD GPU cluster,AMD Instinct MI250,SDXL Turbo,2026,28.0,1,0.2,4600.0,80,0.0,7753,7.8
Legal & Compliance AI,Seed,MVP,"TypeScript, Fastify",Vue,Own AMD GPU cluster,AMD Instinct MI300X,Gemma 2 9B,2025,11784.0,10,889.2,43400.0,136,0.0,1926,10.0
FinTech AI,Bootstrapped,Private Beta,"Node.js, GraphQL",React Native,Fireworks AI API,—,GLM 5.1,2025,45.0,2,0.3,4400.0,79,9.91,595,6.3
FinTech AI,Bootstrapped,Public Beta,"Java, Micronaut",Next.js,Own AMD GPU cluster,AMD Instinct MI300X,Mixtral 8x7B,2024,80.0,3,5.3,1000.0,11,0.0,2756,5.7
Logistics & Supply Chain AI,Angel,Prototype,"Java, Spring Boot",Next.js,Own AMD GPU cluster,AMD Instinct MI250,Mixtral 8x7B,2023,2816.0,3,66.7,18900.0,154,0.0,625,10.0
EdTech AI,Series A,Public Beta,"Java, Micronaut",Next.js,Fireworks AI API,—,GLM 5.1,2024,70418.0,10,4044.1,600600.0,24,271.14,5047,10.0
Cybersecurity AI,Pre-Seed,Prototype,"Node.js, GraphQL",Next.js,Own AMD GPU cluster,AMD Instinct MI250,Mistral 7B,2025,1050.0,4,111.0,11300.0,113,0.0,323,9.8
Gaming AI,Pre-Seed,Public Beta,"Java, Micronaut",Vue,Fireworks AI API,—,GLM 5.1,2026,1122.0,4,55.5,12300.0,9,27.41,734,7.1
E-commerce AI,Series A,Public Beta,"Java, Quarkus",Svelte,Fireworks AI API,—,GLM 5.1,2025,62922.0,11,1015.1,472600.0,36,201.63,2115,10.0
Gaming AI,Bootstrapped,MVP,"Node.js, NestJS",Vue,Own AMD GPU cluster,AMD Instinct MI325X,Qwen2.5 32B,2026,34.0,1,0.3,1700.0,6,0.0,3683,6.4
FinTech AI,Pre-Seed,Launched,"Java, Quarkus",Svelte,Own AMD GPU cluster,AMD Instinct MI325X,Whisper Large v3,2024,759.0,5,111.3,7200.0,94,0.0,10299,9.8
EdTech AI,Pre-Seed,Prototype,"Node.js, GraphQL",Vue,Own AMD GPU cluster,AMD Instinct MI325X,CodeLlama 34B,2025,595.0,2,8.8,9000.0,5,0.0,5904,7.0
EdTech AI,Angel,Prototype,"Java, Spring Boot + Kafka",Vue,Fireworks AI API,—,Kimi K2.5,2023,795.0,6,42.7,8400.0,2,403.63,7111,10.0
Robotics & Vision AI,Bootstrapped,MVP,"Java, Spring Boot + Kafka",React,Fireworks AI API,—,DeepSeek V4 Pro,2026,104.0,1,0.9,4300.0,11,38.26,1510,6.0
Robotics & Vision AI,Bootstrapped,Prototype,"Java, Micronaut",Next.js,Fireworks AI API,—,GPT-OSS-120B (high),2025,134.0,2,1.1,5300.0,78,2.69,2082,6.3
